scout,jogos_num,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,media_num,variacao_num,preco_num,entrou_em_campo,slug,apelido,apelido_abreviado,nome_x,foto,posicao,status,id,clube_nome,clube_sigla
{},0,103672,1,266,2,6,0,0.0,0.0,4.0,False,gabriel-fuentes,Gabriel Fuentes,G. Fuentes,Gabriel Rafael Fuentes Gómez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Lateral,Nulo,266,FLU,FLU
{},0,102137,1,266,1,6,0,0.0,0.0,2.0,False,vitor-eudes,Vitor Eudes,V. Eudes,Vitor Eudes de Souza Costa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Goleiro,Nulo,266,FLU,FLU
{},0,87228,1,266,2,6,0,0.0,0.0,10.0,False,guilherme-arana,Guilherme Arana,G. Arana,Guilherme Antonio Arana Lopes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Lateral,Nulo,266,FLU,FLU
{},0,89493,1,266,3,6,0,0.0,0.0,5.0,False,igor-rabello,Igor Rabello,I. Rabello,Igor Rabello da Costa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Zagueiro,Nulo,266,FLU,FLU
{},0,101478,1,266,1,6,0,0.0,0.0,3.0,False,marcelo-pitaluga,Marcelo Pitaluga,M. Pitaluga,Marcelo de Araújo Pitaluga Filho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Goleiro,Nulo,266,FLU,FLU
{},1,78855,1,294,3,6,0,0.0,-0.55,2.45,True,thiago-santos,Thiago Santos,T. Santos,Thiago dos Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Zagueiro,Nulo,294,CFC,CFC
"{'DS': 2, 'FC': 1, 'FD': 1, 'FF': 1, 'FS': 2}",1,102928,1,266,5,7,0,5.7,0.54,8.54,True,canobbio,Canobbio,Canobbio,Agustín Canobbio Graviz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Atacante,Provável,266,FLU,FLU
{},0,96340,1,266,4,6,0,0.0,0.0,6.0,False,lima,Lima,Lima,Vinícius Moreira de Lima,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Meia,Nulo,266,FLU,FLU
"{'FC': 2, 'FD': 1, 'FS': 2}",1,110759,1,266,5,7,0,1.6,-0.53,5.47,True,john-kennedy,John Kennedy,J. Kennedy,John Kennedy Batista de Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Atacante,Provável,266,FLU,FLU
"{'DS': 1, 'FC': 1}",1,113034,1,266,3,7,0,1.2,-0.49,4.51,True,freytes,Freytes,Freytes,Juan Pablo Freytes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Zagueiro,Provável,266,FLU,FLU
{'V': 1},1,99366,1,266,6,6,0,5.55,0.31,9.31,True,luis-zubeldia,Luis Zubeldía,L. Zubeldía,Luis Francisco Zubeldía,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Técnico,Nulo,266,FLU,FLU
{},0,116447,1,266,4,6,0,0.0,0.0,7.0,False,hercules,Hércules,Hércules,Hércules Pereira do Nascimento,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Meia,Nulo,266,FLU,FLU
{},0,123788,1,266,4,6,0,0.0,0.0,4.0,False,lezcano,Lezcano,Lezcano,Rubén Darío Lezcano Portillo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Meia,Nulo,266,FLU,FLU
{},0,105807,1,266,3,6,0,0.0,0.0,3.0,False,luan-freitas,Luan Freitas,L. Freitas,Luan de Freitas Molarinho Chagas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Zagueiro,Nulo,266,FLU,FLU
{},1,63013,1,284,2,6,0,0.0,-1.64,7.36,True,marcos-rocha,Marcos Rocha,M. Rocha,Marcos Luis Rocha Aquino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Lateral,Nulo,284,GRE,GRE
{},0,140484,1,266,5,6,0,0.0,0.0,4.0,False,riquelme-felipe,Riquelme Felipe,R. Felipe,Riquelme Felipe Silva de Almeida,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Atacante,Nulo,266,FLU,FLU
{'FC': 1},1,108474,1,266,5,6,0,-0.3,-0.83,3.17,True,santi-moreno,Santi Moreno,S. Moreno,Santiago Moreno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Atacante,Nulo,266,FLU,FLU
{},0,127932,1,266,2,6,0,0.0,0.0,2.0,False,julio-fidelis,Júlio Fidelis,J. Fidelis,Julio Cesar Lima Fidelis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Lateral,Nulo,266,FLU,FLU
"{'FC': 1, 'FF': 1}",1,132071,1,266,5,7,0,0.5,-1.46,7.54,True,serna,Serna,Serna,Kevin Steven Serna Jaramillo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Atacante,Provável,266,FLU,FLU
{'FC': 1},1,42135,1,284,4,6,0,-0.3,-1.2,4.8,True,willian,Willian,Willian,Willian Borges da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Meia,Nulo,284,GRE,GRE
"{'DS': 1, 'FC': 1, 'FF': 1, 'FS': 1}",1,63289,1,284,4,6,0,2.5,-0.4,6.6,True,edenilson,Edenílson,Edenílson,Edenílson Andrade dos Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Meia,Nulo,284,GRE,GRE
"{'FC': 3, 'FS': 2}",1,83528,1,262,3,7,0,0.1,-2.33,10.67,True,leo-pereira,Léo Pereira,L. Pereira,Leonardo Pereira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,Zagueiro,Provável,262,FLA,FLA
"{'DS': 3, 'FC': 1, 'FS': 1, 'I': 1}",1,91706,1,284,2,7,0,4.6,0.16,8.16,True,marlon,Marlon,Marlon,Marlon Rodrigues Xavier,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Lateral,Provável,284,GRE,GRE
{},0,87342,1,284,3,6,0,0.0,0.0,5.0,False,kannemann,Kannemann,Kannemann,Walter Kannemann,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Zagueiro,Nulo,284,GRE,GRE
"{'CA': 1, 'DS': 1, 'FC': 1, 'FS': 3}",1,118774,1,282,4,6,0,1.7,-0.86,7.14,True,alexsander,Alexsander,Alexsander,Alexsander Cristhian Gomes da Costa - Christian,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,Meia,Nulo,282,CAM,CAM
{},0,89846,1,284,4,6,0,0.0,0.0,6.0,False,cristaldo,Cristaldo,Cristaldo,Franco Cristaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Meia,Nulo,284,GRE,GRE
{'FC': 1},1,130650,1,266,4,6,0,-0.3,-1.01,3.99,True,bernal,Bernal,Bernal,Facundo Bernal Cruz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,Meia,Nulo,266,FLU,FLU
{},1,88037,1,284,6,7,0,4.47,-0.25,9.75,True,luis-castro,Luís Castro,L. Castro,Luís Manuel Ribeiro de Castro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Técnico,Provável,284,GRE,GRE
{},0,141609,1,276,5,6,0,0.0,0.0,3.0,False,lucca,Lucca,Lucca,Lucca Marques Alencar,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,Atacante,Nulo,276,SAO,SAO
"{'A': 1, 'DS': 3, 'FC': 2, 'FF': 1, 'FS': 1}",1,111309,1,284,3,6,0,10.2,2.49,8.49,True,gustavo-martins,Gustavo Martins,G. Martins,Gustavo Martins de Souza Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Zagueiro,Nulo,284,GRE,GRE
{},0,71709,1,284,4,6,0,0.0,0.0,5.0,False,cuellar,Cuéllar,Cuéllar,Gustavo Leonardo Cuellar Gallego,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Meia,Nulo,284,GRE,GRE
"{'FS': 1, 'I': 1}",1,89273,1,284,2,7,0,0.4,-0.77,4.23,True,joao-pedro,João Pedro,J. Pedro,João Pedro Maturano dos Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Lateral,Provável,284,GRE,GRE
{},0,72018,1,280,1,6,0,0.0,0.0,8.0,False,tiago-volpi,Tiago Volpi,T. Volpi,Tiago Luis Volpi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,Goleiro,Nulo,280,RBB,RBB
{},0,102318,1,284,2,6,0,0.0,0.0,5.0,False,caio-paulista,Caio Paulista,C. Paulista,Caio Fernando de Oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Lateral,Nulo,284,GRE,GRE
"{'DS': 2, 'FC': 1, 'FF': 1, 'FS': 1, 'G': 1}",1,105563,1,284,5,7,0,12.0,1.12,18.12,True,carlos-vinicius,Carlos Vinícius,C. Vinícius,Carlos Vinícius Alves Morais,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Atacante,Provável,284,GRE,GRE
"{'DS': 1, 'FC': 1, 'FD': 1, 'FS': 1}",1,91908,1,284,5,7,0,2.9,-0.07,5.93,True,pavon,Pavón,Pavón,Cristian David Pavón,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Atacante,Provável,284,GRE,GRE
{},0,112616,1,284,1,6,0,0.0,0.0,4.0,False,gabriel-grando,Gabriel Grando,G. Grando,Gabriel Hamester Grando,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Goleiro,Nulo,284,GRE,GRE
{},0,109966,1,284,4,7,0,0.0,0.0,5.0,False,monsalve,Monsalve,Monsalve,Miguel Ángel Monsalve Gonzáles - González,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Meia,Provável,284,GRE,GRE
{},0,108548,1,284,5,6,0,0.0,0.0,4.0,False,aravena,Aravena,Aravena,Alexander Ernesto Aravena Guzmán,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Atacante,Nulo,284,GRE,GRE
{'CA': 1},1,121792,1,284,5,6,0,-1.0,-1.08,2.92,True,andre,André,André,André Henrique da Silva Martins,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Atacante,Nulo,284,GRE,GRE
{},0,130889,1,284,4,6,0,0.0,0.0,4.0,False,riquelme,Riquelme,Riquelme,Riquelme Freitas dos Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Meia,Nulo,284,GRE,GRE
{},0,97145,1,284,4,6,0,0.0,0.0,7.0,False,villasanti,Villasanti,Villasanti,Mathías Adalberto Villasanti Rolón,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Meia,Nulo,284,GRE,GRE
"{'FC': 1, 'FD': 1, 'FF': 1, 'FS': 1}",1,70944,1,285,4,6,0,2.2,-0.32,5.68,True,bruno-henrique,Bruno Henrique,B. Henrique,Bruno Henrique Corsini,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Meia,Nulo,285,INT,INT
"{'DS': 3, 'FC': 2}",1,104994,1,284,3,7,0,3.9,0.28,6.28,True,wagner-leonardo,Wagner Leonardo,W. Leonardo,Wagner Leonardo Calvelo de Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Zagueiro,Provável,284,GRE,GRE
{},0,118238,1,284,4,6,0,0.0,0.0,3.0,False,ronald,Ronald,Ronald,Ronald Cardoso Falkoski,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Meia,Nulo,284,GRE,GRE
{},0,92182,1,285,3,6,0,0.0,0.0,5.0,False,juninho,Juninho,Juninho,José Carlos Ferreira Júnior,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Zagueiro,Nulo,285,INT,INT
{},0,116067,1,284,1,6,0,0.0,0.0,2.0,False,thiago-beltrame,Thiago Beltrame,T. Beltrame,Thiago Beltrame Stallbaum,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Goleiro,Nulo,284,GRE,GRE
"{'FC': 2, 'FF': 1}",1,92981,1,285,4,7,0,0.2,-0.48,2.52,True,ronaldo,Ronaldo,Ronaldo,Ronaldo da Silva Souza Guerrero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Meia,Provável,285,INT,INT
{},0,125467,1,284,3,6,0,0.0,0.0,3.0,False,viery,Viery,Viery,Viery Fernandes Santos Lopes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Zagueiro,Nulo,284,GRE,GRE
{},0,88136,1,364,1,6,0,0.0,0.0,4.0,False,ivan,Ivan,Ivan,Ivan Quaresma da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,Goleiro,Nulo,364,REM,REM
"{'DS': 2, 'FC': 1}",1,110510,1,285,2,6,0,2.7,0.04,5.04,True,aguirre,Aguirre,Aguirre,Braian Aguirre Nahuel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Lateral,Nulo,285,INT,INT
{'FS': 1},1,107989,1,285,5,7,0,0.5,-1.46,7.54,True,carbonero,Carbonero,Carbonero,Johan Stiven Carbonero Balanta,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Atacante,Provável,285,INT,INT
"{'DS': 1, 'FC': 1, 'FS': 1}",1,142004,1,284,5,6,0,1.7,-0.49,5.51,True,amuzu,Amuzu,Amuzu,Francis Amuzu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Atacante,Nulo,284,GRE,GRE
{},0,72951,1,285,3,7,0,0.0,0.0,5.0,False,mercado,Mercado,Mercado,Gabriel Iván Mercado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Zagueiro,Provável,285,INT,INT
{},0,83251,1,285,2,6,0,0.0,0.0,4.0,False,alan-benitez,Alan Benítez,A. Benítez,Alan Max Benítez Domínguez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Lateral,Nulo,285,INT,INT
{'DS': 2},1,111466,1,285,3,7,0,3.0,0.32,4.32,True,victor-gabriel,Victor Gabriel,V. Gabriel,Victor Gabriel da Conceição Ribeiro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Zagueiro,Provável,285,INT,INT
"{'FC': 1, 'FF': 1}",1,107174,1,285,4,6,0,0.5,-0.73,4.27,True,bruno-tabata,Bruno Tabata,B. Tabata,Bruno Vinícius Souza Ramos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Meia,Nulo,285,INT,INT
{},0,89637,1,285,4,6,0,0.0,0.0,6.0,False,thiago-maia,Thiago Maia,T. Maia,Thiago Maia Alencar,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Meia,Nulo,285,INT,INT
{},0,86711,1,285,4,6,0,0.0,0.0,4.0,False,richard,Richard,Richard,Richard Cândido Coelho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Meia,Nulo,285,INT,INT
{},0,123744,1,285,4,5,0,0.0,0.0,6.0,False,alan-rodriguez,Alan Rodríguez,A. Rodríguez,Alan Jesús Rodríguez Guaglianoni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Meia,Contundido,285,INT,INT
{},1,115479,1,285,6,7,0,2.26,-0.3,5.7,True,paulo-pezzolano,Paulo Pezzolano,P. Pezzolano,Paulo César Pezzolano Suárez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Técnico,Provável,285,INT,INT
{},0,137618,1,285,3,6,0,0.0,0.0,3.0,False,clayton-sampaio,Clayton Sampaio,C. Sampaio,Clayton Sampaio Pereira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Zagueiro,Nulo,285,INT,INT
{},0,124271,1,285,4,6,0,0.0,0.0,4.0,False,gustavo-prado,Gustavo Prado,G. Prado,Gustavo Prado Alves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Meia,Nulo,285,INT,INT
"{'DS': 1, 'I': 1}",1,93790,1,275,4,7,0,1.4,-1.15,7.85,True,marlon-freitas,Marlon Freitas,M. Freitas,Marlon Rodrigues Freitas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Meia,Provável,275,PAL,PAL
"{'FC': 1, 'FF': 1, 'FS': 3, 'I': 1}",1,101960,1,285,5,7,0,1.9,-0.61,6.39,True,vitinho,Vitinho,Vitinho,Vitor Hugo Naum dos Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Atacante,Provável,285,INT,INT
{},0,111683,1,285,1,6,0,0.0,0.0,3.0,False,anthoni,Anthoni,Anthoni,Anthoni Spier Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Goleiro,Nulo,285,INT,INT
"{'DS': 2, 'FF': 2, 'FS': 1}",1,106202,1,285,4,7,0,5.1,0.7,6.7,True,bruno-gomes,Bruno Gomes,B. Gomes,Bruno Gomes da Silva Clevelário,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Meia,Provável,285,INT,INT
"{'DS': 1, 'FC': 2, 'FS': 2}",1,71684,1,275,3,7,0,1.9,-1.7,11.3,True,gustavo-gomez,Gustavo Gómez,G. Gómez,Gustavo Raúl Gómez Portillo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Zagueiro,Provável,275,PAL,PAL
{'FS': 1},1,143488,1,285,5,6,0,0.5,-0.37,2.63,True,raykkonen,Raykkonen,Raykkonen,Raykkonen Pereira Soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,Atacante,Nulo,285,INT,INT
{},0,68872,1,275,1,6,0,0.0,0.0,4.0,False,marcelo-lomba,Marcelo Lomba,M. Lomba,Marcelo Lomba do Nascimento,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Goleiro,Nulo,275,PAL,PAL
{},0,70592,1,275,4,5,0,0.0,0.0,9.0,False,felipe-anderson,Felipe Anderson,F. Anderson,Felipe Anderson Pereira Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Meia,Contundido,275,PAL,PAL
"{'DS': 2, 'FF': 1, 'FS': 3}",1,102130,1,275,2,7,0,5.3,0.04,10.04,True,piquerez,Piquerez,Piquerez,Joaquín Piquerez Moreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Lateral,Provável,275,PAL,PAL
{},0,84674,1,275,4,6,0,0.0,0.0,7.0,False,lucas-evangelista,Lucas Evangelista,L. Evangelista,Lucas Evangelista Santana de Oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Meia,Nulo,275,PAL,PAL
{'FC': 3},1,97653,1,275,3,7,0,-0.9,-1.59,5.41,True,murilo,Murilo,Murilo,Murilo Cerqueira Paim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Zagueiro,Provável,275,PAL,PAL
"{'CA': 1, 'FC': 3, 'FD': 1, 'I': 1}",1,105647,1,275,4,7,0,-0.8,-1.73,6.27,True,mauricio,Maurício,Maurício,Maurício Magalhães Prado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Meia,Provável,275,PAL,PAL
"{'FD': 1, 'FS': 1}",1,112863,1,275,5,6,0,1.7,-0.68,6.32,True,ramon-sosa,Ramón Sosa,R. Sosa,Ramón Sosa Acosta,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Atacante,Nulo,275,PAL,PAL
{},0,99818,1,275,5,5,0,0.0,0.0,15.0,False,paulinho,Paulinho,Paulinho,Paulo Henrique Sampaio Filho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Atacante,Contundido,275,PAL,PAL
"{'DE': 4, 'GS': 2}",1,71631,1,284,1,7,0,3.2,-0.51,8.49,True,weverton,Weverton,Weverton,Weverton Pereira da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,Goleiro,Provável,284,GRE,GRE
{},0,92811,1,275,5,6,0,0.0,0.0,4.0,False,bruno-rodrigues,Bruno Rodrigues,B. Rodrigues,Bruno Rafael Rodrigues do Nascimento,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Atacante,Nulo,275,PAL,PAL
{},0,104085,1,275,3,6,0,0.0,0.0,8.0,False,bruno-fuchs,Bruno Fuchs,B. Fuchs,Bruno de Lara Fuchs,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Zagueiro,Nulo,275,PAL,PAL
{},1,130612,1,275,5,6,0,0.0,-0.73,3.27,True,luighi,Luighi,Luighi,Luighi Hanri Sousa Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Atacante,Nulo,275,PAL,PAL
{},1,110506,1,275,6,7,0,3.66,-0.9,11.1,True,abel-ferreira,Abel Ferreira,A. Ferreira,Abel Fernando Moreira Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Técnico,Provável,275,PAL,PAL
{},0,111832,1,275,2,6,0,0.0,0.0,4.0,False,jefte,Jefté,Jefté,Jefté Vital da Silva Dias,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Lateral,Nulo,275,PAL,PAL
"{'DS': 4, 'FC': 3, 'FD': 1, 'FF': 1, 'FS': 2, 'G': 1}",1,113103,1,275,5,7,0,16.1,2.74,18.74,True,flaco-lopez,Flaco López,F. López,José Manuel Alberto López,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Atacante,Provável,275,PAL,PAL
{'FS': 1},1,124526,1,275,2,6,0,0.5,-1.1,5.9,True,giay,Giay,Giay,Agustín Giay,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Lateral,Nulo,275,PAL,PAL
"{'DE': 1, 'GS': 2}",1,104084,1,275,1,7,0,-0.7,-1.88,7.12,True,carlos-miguel,Carlos Miguel,C. Miguel,Carlos Miguel dos Santos Pereira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,Goleiro,Provável,275,PAL,PAL
